termId,termUpdate,termName,termType,termCategory,termStatus,termApproval,term_Id,termCreatedDate,termCreatedBy,termModifiedDate,termModifiedBy
"OMII0II1412287698","add","Immunization","ND","","active","approved",234,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II19093137","add","MMR","ND","","active","approved",235,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II574261093","add","DTP","ND","","active","approved",236,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II897070159","add","Meningitis C vaccine","ND","","active","approved",237,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1607532740","add","HPV vaccine","ND","","active","approved",238,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II2077884582","add","Pneumococcal vaccine","ND","","active","approved",239,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II2032658081","add","Diphtheria vaccine","ND","","active","approved",240,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II826005955","add","ABC","ND","","active","approved",241,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II170624228","add","Resuscitation","ND","","active","approved",242,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1445160934","add","CPR","ND","","active","approved",243,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II761360439","add","Cardiopulmonary resuscitation","ND","","active","approved",244,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II593101431","add","Resus","ND","","active","approved",245,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1848792075","add","Amoxicillin trihydrate","ND","","active","approved",246,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1160301951","add","Transplant","ND","","active","approved",247,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1914060345","add","Co-fluampicil capsules","ND","","active","approved",248,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II694614939","add","Flucloxacillin sodium","ND","","active","approved",249,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1494849321","add","Pivmecillinam hydrochloride","ND","","active","approved",250,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II2144208048","add","BP measurement","ND","","active","approved",251,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II960733963","add","Sphygmomanometry","ND","","active","approved",252,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1596707628","add","Well woman checks","ND","","active","approved",253,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1116963392","add","Well man checks","ND","","active","approved",254,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II2061863845","add","Routine health tests","ND","","active","approved",255,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1724824068","add","Cycling","ND","","active","approved",256,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II803662171","add","Breastfed","ND","","active","approved",257,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1472559478","add","Children's health","ND","","active","approved",258,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II852340322","add","Childrens' health","ND","","active","approved",259,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II338546112","add","Toddler health","ND","","active","approved",260,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0IIN465632691","add","Chloride test","ND","","active","approved",261,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0IIN1477603720","add","Gram stain","ND","","active","approved",262,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0IIN355241387","add","Microalbumin test","ND","","active","approved",263,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0IIN1431649212","add","Renin test","ND","","active","approved",264,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1552237381","add","Tau protein test","ND","","active","approved",265,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II189173001","add","TIBC test","ND","","active","approved",266,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0IIN203279220","add","Transferrin test","ND","","active","approved",267,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0IIN1042518373","add","Potassium test","ND","","active","approved",268,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1955076146","add","CSF analysis","ND","","active","approved",269,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1583051201","add","Tazocin","ND","","active","approved",270,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1141400496","add","Phosphate test","ND","","active","approved",271,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0IIN268753056","add","Travel insurance","ND","","active","approved",272,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II171726049","add","Maternity blues","ND","","active","approved",273,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II609584015","add","Third day blues","ND","","active","approved",274,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II511504217","add","Baby blues","ND","","active","approved",275,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II2101955074","add","Puerperal depression","ND","","active","approved",276,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II515144742","add","Puerperal melancholia","ND","","active","approved",277,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II924088422","add","Puerperal psychosis","ND","","active","approved",278,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II88059912","add","Postpartum depression","ND","","active","approved",279,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1127507121","add","Operation during pregnancy","ND","","active","approved",280,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1958871717","add","Depression following childbirth","ND","","active","approved",281,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1800191704","add","Depression after childbirth","ND","","active","approved",282,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II994423011","add","Postpartum care","ND","","active","approved",283,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II2029154421","add","Post-partum care","ND","","active","approved",284,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II315950999","add","Post-natal care","ND","","active","approved",285,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II871219371","add","Care after childbirth","ND","","active","approved",286,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1736587360","add","Embryo","ND","","active","approved",287,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1021455362","add","Healthy genitalia","ND","","active","approved",288,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1243888027H","add","Safe sex","ND","","active","approved",289,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1156213194","add","Clarithromycin","ND","","active","approved",290,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1335912117","add","Erythromycin lactobionate","ND","","active","approved",291,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0IIN45300865","add","Colic","ND","","active","approved",292,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II925181499","add","Sexual intercourse","ND","","active","approved",293,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1132942726","add","Intercourse","ND","","active","approved",294,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1173237997","add","Sexual relationship","ND","","active","approved",295,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1213239464","add","Foreplay","ND","","active","approved",296,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1266223955","add","Skin lightening","ND","","active","approved",297,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II409596121","add","Skin care","ND","","active","approved",298,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II759751198","add","Looking after your skin","ND","","active","approved",299,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1228667494","add","Healthy skin","ND","","active","approved",300,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1611623565","add","UV damage","ND","","active","approved",301,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II313893131","add","Sunburnt","ND","","active","approved",302,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0IIN615753988","add","Muscle pain","ND","","active","approved",303,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0IIN896280595","add","Muscle strain","ND","","active","approved",304,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0IIN789822278","add","Donor cards","ND","","active","approved",305,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0IIN1948990038","add","Living donations","ND","","active","approved",306,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1170334699","add","Slofedipine","ND","","active","approved",307,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1030791233","add","Minority donors","ND","","active","approved",308,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0IIN148979401E","add","Dentistry","ND","","active","approved",309,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1009047293D","add","Anesthesia","ND","","active","approved",310,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1856598545","add","Anesthetist","ND","","active","approved",311,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1825620402","add","Health at work","ND","","active","approved",312,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II17582431","add","Donors","ND","","active","approved",313,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1070977717","add","Dabigatran etexilate mesilate","ND","","active","approved",314,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0IIN1434399110J","add","Pathology","ND","","active","approved",315,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II420967365","add","Enoxaparin","ND","","active","approved",316,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1868736617","add","Fondaparinux","ND","","active","approved",317,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1961054552","add","Acid reflux","ND","","active","approved",318,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II526004093","add","Menadiol sodium phosphate","ND","","active","approved",319,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0IIN647733917","add","Amblyopia","ND","","active","approved",320,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II735179688","add","Rivaroxaban","ND","","active","approved",321,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II839005869","add","AMD","ND","","active","approved",322,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0IIN1593995004","add","Amenorrhoea","ND","","active","approved",323,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0IIN403945461","add","Dry macular degeneration","ND","","active","approved",324,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II727091502","add","Abdominal aortic aneurysm","ND","","active","approved",325,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II827005828","add","AAA","ND","","active","approved",326,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0IIN2028646644","add","Warfarin","ND","","active","approved",327,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II881530631","add","Asperger syndrome","ND","","active","approved",328,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II695703427","add","Arteriosclerosis","ND","","active","approved",329,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1769830329","add","Audiometry","ND","","active","approved",330,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1358311612I","add","Autopsy","ND","","active","approved",331,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1626428151","add","Divorce","ND","","active","approved",332,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1934480351","add","Marriage breakdown","ND","","active","approved",333,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0IIN388916056","add","B12 deficiency","ND","","active","approved",334,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1092132315","add","Stress of caring","ND","","active","approved",335,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0IIN649895613","add","Halitosis","ND","","active","approved",336,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0IIN1442060444","add","Bed sores","ND","","active","approved",337,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0IIN1054641544","add","Bicarbonate test","ND","","active","approved",338,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II1778898223","add","Bilharzia","ND","","active","approved",339,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II800860598","add","Bird flu","ND","","active","approved",340,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0IIN578801362","add","Blood clot","ND","","active","approved",341,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0IIN2049819543","add","Sepsis","ND","","active","approved",342,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II527827966","add","High blood pressure","ND","","active","approved",343,"20150721T14:52:24","admin","20150721T14:56:07","admin"
"OMII0II124289773","add","Low blood pressure","ND","","active","approved",344,"20150721T14:52:24","admin","20150721T14:56:07","admin"
